Crop,Season,State,Area,Production,Annual_Rainfall
Jowar,Kharif,Uttar Pradesh,322575.0,309068,Low
Linseed,Rabi,Uttar Pradesh,40928.0,17199,Low
Maize,Kharif,Uttar Pradesh,913718.0,1488204,Low
Maize,Rabi,Uttar Pradesh,17419.0,28376,Low
Masoor,Rabi,Uttar Pradesh,625265.0,499774,Low
Moong(Green Gram),Kharif,Uttar Pradesh,28084.0,7724,Low
Moong(Green Gram),Rabi,Uttar Pradesh,38576.0,18201,Low
Moth,Kharif,Uttar Pradesh,339.0,132,Low
Peas & beans (Pulses),Rabi,Uttar Pradesh,327556.0,395889,Low
Potato,Whole Year,Uttar Pradesh,388552.0,9582545,Low
Rapeseed &Mustard,Rabi,Uttar Pradesh,566445.0,573614,Low
Rice,Summer,Uttar Pradesh,2829.0,6741,Low
Sesamum,Kharif,Uttar Pradesh,102898.0,25705,Low
Small millets,Kharif,Uttar Pradesh,28500.0,19301,Low
Soyabean,Kharif,Uttar Pradesh,10939.0,7909,Low
Sunflower,Kharif,Uttar Pradesh,5496.0,10609,Low
Tobacco,Whole Year,Uttar Pradesh,19772.0,134679,Low
Turmeric,Whole Year,Uttar Pradesh,1419.0,2543,Low
Urad,Kharif,Uttar Pradesh,362868.0,148046,Low
Urad,Rabi,Uttar Pradesh,60535.0,29710,Low
Arhar/Tur,Kharif,Uttarakhand,1934.0,1053,Mid
Bajra,Kharif,Uttarakhand,44.0,57,Mid
Barley,Rabi,Uttarakhand,22875.0,25590,Mid
Garlic,Whole Year,Uttarakhand,2063.0,16832,Mid
Gram,Rabi,Uttarakhand,1259.0,868,Mid
Groundnut,Kharif,Uttarakhand,1136.0,1014,Mid
Horse-gram,Kharif,Uttarakhand,7781.0,3437,Mid
Linseed,Rabi,Uttarakhand,15.0,6,Mid
Maize,Kharif,Uttarakhand,32938.0,40682,Mid
Maize,Rabi,Uttarakhand,125.0,183,Mid
Masoor,Rabi,Uttarakhand,14649.0,7651,Mid
Moong(Green Gram),Kharif,Uttarakhand,67.0,32,Mid
Moong(Green Gram),Rabi,Uttarakhand,59.0,16,Mid
Onion,Whole Year,Uttarakhand,1642.0,8089,Mid
Other  Rabi pulses,Rabi,Uttarakhand,211.0,93,Mid
Peas & beans (Pulses),Rabi,Uttarakhand,3251.0,2370,Mid
Potato,Kharif,Uttarakhand,7761.0,155501,Mid
Potato,Rabi,Uttarakhand,5739.0,121724,Mid
Ragi,Kharif,Uttarakhand,131779.0,161963,Mid
Rapeseed &Mustard,Rabi,Uttarakhand,11795.0,7557,Mid
Rice,Kharif,Uttarakhand,280816.0,567662,Mid
Rice,Rabi,Uttarakhand,3761.0,11855,Mid
Sesamum,Kharif,Uttarakhand,2327.0,400,Mid
Small millets,Kharif,Uttarakhand,74526.0,83951,Mid
Soyabean,Kharif,Uttarakhand,9688.0,6176,Mid
Sugarcane,Whole Year,Uttarakhand,118637.0,6958951,Mid
Sunflower,Kharif,Uttarakhand,47.0,46,Mid
Tobacco,Whole Year,Uttarakhand,126.0,907,Mid
Turmeric,Whole Year,Uttarakhand,45.0,97,Mid
Urad,Kharif,Uttarakhand,10685.0,6660,Mid
Urad,Rabi,Uttarakhand,992.0,370,Mid
Wheat,Rabi,Uttarakhand,375967.0,721618,Mid
Arhar/Tur,Kharif,Bihar,37680.0,42966,Mid
Bajra,Kharif,Bihar,1018.0,1048,Mid
Banana,Whole Year,Bihar,17307.0,340338,Mid
Barley,Rabi,Bihar,20427.0,23432,Mid
Castor seed,Kharif,Bihar,316.0,312,Mid
Coriander,Whole Year,Bihar,2190.0,1426,Mid
Dry chillies,Whole Year,Bihar,3420.0,2301,Mid
Garlic,Whole Year,Bihar,2221.0,3280,Mid
Ginger,Whole Year,Bihar,394.0,584,Mid
Gram,Rabi,Bihar,71361.0,72057,Mid
Groundnut,Kharif,Bihar,371.0,183,Mid
Horse-gram,Kharif,Bihar,13093.0,10420,Mid
Jowar,Kharif,Bihar,4402.0,4446,Mid
Jute,Kharif,Bihar,147796.0,973546,Mid
Khesari,Rabi,Bihar,140712.0,112666,Mid
Linseed,Rabi,Bihar,29156.0,22161,Mid
Maize,Autumn,Bihar,255035.0,428182,Mid
Maize,Rabi,Bihar,187707.0,520263,Mid
Maize,Summer,Bihar,160863.0,432637,Mid
Masoor,Rabi,Bihar,179581.0,156613,Mid
Mesta,Kharif,Bihar,20026.0,120281,Mid
Moong(Green Gram),Kharif,Bihar,10659.0,5746,Mid
Moong(Green Gram),Summer,Bihar,185137.0,112835,Mid
Onion,Whole Year,Bihar,13589.0,116759,Mid
Other  Rabi pulses,Rabi,Bihar,3522.0,2511,Mid
Peas & beans (Pulses),Rabi,Bihar,23295.0,20805,Mid
Potato,Whole Year,Bihar,147819.0,1476602,Mid
Ragi,Kharif,Bihar,20695.0,14237,Mid
Rapeseed &Mustard,Rabi,Bihar,90072.0,62026,Mid
Rice,Autumn,Bihar,583274.0,682933,Mid
Rice,Summer,Bihar,120354.0,197607,Mid
Safflower,Rabi,Bihar,162.0,132,Mid
Sannhamp,Whole Year,Bihar,4235.0,3012,Mid
Sesamum,Kharif,Bihar,3785.0,2727,Mid
Small millets,Kharif,Bihar,6522.0,4939,Mid
Sugarcane,Whole Year,Bihar,107270.0,4520510,Mid
Sunflower,Kharif,Bihar,13359.0,17393,Mid
Sweet potato,Whole Year,Bihar,5000.0,66772,Mid
Tobacco,Whole Year,Bihar,14952.0,16805,Mid
Turmeric,Whole Year,Bihar,2927.0,2893,Mid
Urad,Kharif,Bihar,25116.0,18601,Mid
Wheat,Rabi,Bihar,2130933.0,4040610,Mid
Arhar/Tur,Kharif,Chhattisgarh,55718.0,24126,Mid
Bajra,Kharif,Chhattisgarh,66.0,26,Mid
Bajra,Whole Year,Chhattisgarh,256.0,10088,Mid
Barley,Rabi,Chhattisgarh,4017.0,3145,Mid
Castor seed,Kharif,Chhattisgarh,74.0,21,Mid
Coriander,Whole Year,Chhattisgarh,3755.0,969,Mid
Cotton(lint),Kharif,Chhattisgarh,90.0,75,Mid
Dry chillies,Whole Year,Chhattisgarh,6450.0,5687,Mid
Garlic,Whole Year,Chhattisgarh,816.0,2288,Mid
Ginger,Whole Year,Chhattisgarh,1382.0,1266,Mid
Gram,Rabi,Chhattisgarh,175588.0,113079,Mid
Groundnut,Kharif,Chhattisgarh,34349.0,38127,Mid
Horse-gram,Kharif,Chhattisgarh,54490.0,13149,Mid
Horse-gram,Rabi,Chhattisgarh,2969.0,748,Mid
Jowar,Kharif,Chhattisgarh,7798.0,5770,Mid
Khesari,Rabi,Chhattisgarh,330126.0,170345,Mid
Linseed,Rabi,Chhattisgarh,67624.0,19746,Mid
Maize,Kharif,Chhattisgarh,93955.0,122611,Mid
Masoor,Rabi,Chhattisgarh,14999.0,4634,Mid
Mesta,Kharif,Chhattisgarh,1052.0,1918,Mid
Moong(Green Gram),Kharif,Chhattisgarh,9625.0,2253,Mid
Moong(Green Gram),Rabi,Chhattisgarh,6822.0,1698,Mid
Niger seed,Kharif,Chhattisgarh,71979.0,11512,Mid
Onion,Whole Year,Chhattisgarh,4145.0,34830,Mid
Other  Rabi pulses,Rabi,Chhattisgarh,1156.0,391,Mid
Peas & beans (Pulses),Rabi,Chhattisgarh,12181.0,4180,Mid
Potato,Whole Year,Chhattisgarh,9564.0,61104,Mid
Ragi,Kharif,Chhattisgarh,10523.0,2184,Mid
Rapeseed &Mustard,Rabi,Chhattisgarh,47494.0,15626,Mid
Safflower,Rabi,Chhattisgarh,515.0,119,Mid
Sannhamp,Whole Year,Chhattisgarh,1672.0,492,Mid
Sesamum,Kharif,Chhattisgarh,24774.0,6442,Mid
Small millets,Kharif,Chhattisgarh,260007.0,40661,Mid
Soyabean,Kharif,Chhattisgarh,15155.0,8335,Mid
Sugarcane,Whole Year,Chhattisgarh,3957.0,9967,Mid
Sunflower,Kharif,Chhattisgarh,2591.0,996,Mid
Sweet potato,Whole Year,Chhattisgarh,2585.0,14824,Mid
Tobacco,Whole Year,Chhattisgarh,39.0,18,Mid
Turmeric,Whole Year,Chhattisgarh,680.0,586,Mid
Urad,Kharif,Chhattisgarh,116301.0,30317,Mid
Urad,Rabi,Chhattisgarh,6210.0,1403,Mid
Wheat,Rabi,Chhattisgarh,93846.0,98592,Mid
Arhar/Tur,Kharif,Gujarat,313000.0,197100,Low
Bajra,Kharif,Gujarat,798100.0,677700,Low
Bajra,Summer,Gujarat,142100.0,229300,Low
Castor seed,Kharif,Gujarat,242200.0,283100,Low
Cotton(lint),Kharif,Gujarat,1634800.0,1684500,Low
Dry chillies,Whole Year,Gujarat,12100.0,10500,Low
Garlic,Whole Year,Gujarat,8500.0,46200,Low
Gram,Rabi,Gujarat,57500.0,28900,Low
Groundnut,Kharif,Gujarat,1972600.0,1001300,Low
Groundnut,Summer,Gujarat,56800.0,93100,Low
Guar seed,Whole Year,Gujarat,179600.0,55700,Low
Jowar,Kharif,Gujarat,104400.0,87300,Low
Jowar,Rabi,Gujarat,51700.0,34400,Low
Maize,Kharif,Gujarat,464500.0,792600,Low
Moong(Green Gram),Kharif,Gujarat,140200.0,32300,Low
Moth,Kharif,Gujarat,37900.0,8800,Low
Onion,Whole Year,Gujarat,25000.0,715400,Low
Other  Rabi pulses,Rabi,Gujarat,4200.0,2200,Low
Potato,Whole Year,Gujarat,35800.0,779700,Low
Ragi,Kharif,Gujarat,24600.0,15900,Low
Rapeseed &Mustard,Rabi,Gujarat,160800.0,172200,Low
Rice,Kharif,Gujarat,469000.0,541700,Low
Rice,Summer,Gujarat,11800.0,54700,Low
Sesamum,Kharif,Gujarat,344100.0,123200,Low
Small millets,Kharif,Gujarat,11800.0,3100,Low
Small millets,Rabi,Gujarat,1800.0,500,Low
Sugarcane,Whole Year,Gujarat,202900.0,14069000,Low
Tobacco,Whole Year,Gujarat,66400.0,114600,Low
Urad,Kharif,Gujarat,121600.0,45300,Low
Wheat,Rabi,Gujarat,435600.0,856600,Low
Arhar/Tur,Kharif,Haryana,36972.0,30400,Low
Bajra,Kharif,Haryana,513720.0,458000,Low
Barley,Rabi,Haryana,30326.0,81000,Low
Cotton(lint),Kharif,Haryana,518328.0,1038000,Low
Gram,Rabi,Haryana,54658.0,41000,Low
Groundnut,Kharif,Haryana,2512.0,1900,Low
Horse-gram,Kharif,Haryana,446.0,100,Low
Jowar,Kharif,Haryana,113069.0,22000,Low
Maize,Kharif,Haryana,15886.0,29000,Low
Masoor,Rabi,Haryana,6028.0,5400,Low
Moong(Green Gram),Kharif,Haryana,18329.0,2800,Low
Moth,Kharif,Haryana,20304.0,1000,Low
Onion,Whole Year,Haryana,1609.0,36000,Low
Peas & beans (Pulses),Rabi,Haryana,1113.0,1300,Low
Potato,Whole Year,Haryana,10328.0,291900,Low
Rapeseed &Mustard,Rabi,Haryana,606983.0,697000,Low
Rice,Kharif,Haryana,905651.0,2468000,Low
Sannhamp,Whole Year,Haryana,516.0,100,Low
Sesamum,Kharif,Haryana,9432.0,3900,Low
Sugarcane,Whole Year,Haryana,189010.0,10650000,Low
Sunflower,Rabi,Haryana,1872.0,2800,Low
Sweet potato,Whole Year,Haryana,47.0,900,Low
Urad,Kharif,Haryana,3475.0,600,Low
Wheat,Rabi,Haryana,2267140.0,9188000,Low
Arhar/Tur,Kharif,Himachal Pradesh,334.0,52,Low
Bajra,Kharif,Himachal Pradesh,102.0,57,Low
Barley,Rabi,Himachal Pradesh,23596.0,30614,Low
Coriander,Whole Year,Himachal Pradesh,263.0,84,Low
Cotton(lint),Kharif,Himachal Pradesh,28.0,15,Low
Dry chillies,Whole Year,Himachal Pradesh,837.0,87,Low
Garlic,Whole Year,Himachal Pradesh,3180.0,2379,Low
Ginger,Kharif,Himachal Pradesh,2455.0,17051,Low
Gram,Rabi,Himachal Pradesh,1351.0,1012,Low
Groundnut,Kharif,Himachal Pradesh,194.0,88,Low
Horse-gram,Kharif,Himachal Pradesh,2582.0,599,Low
Linseed,Rabi,Himachal Pradesh,1610.0,364,Low
Maize,Kharif,Himachal Pradesh,299801.0,483333,Low
Masoor,Kharif,Himachal Pradesh,872.0,359,Low
Moong(Green Gram),Kharif,Himachal Pradesh,394.0,112,Low
Onion,Whole Year,Himachal Pradesh,807.0,4541,Low
Other  Rabi pulses,Rabi,Himachal Pradesh,35.0,10,Low
Peas & beans (Pulses),Kharif,Himachal Pradesh,6285.0,12057,Low
Potato,Whole Year,Himachal Pradesh,13941.0,136033,Low
Rapeseed &Mustard,Rabi,Himachal Pradesh,9830.0,4599,Low
Rice,Kharif,Himachal Pradesh,83273.0,85653,Low
Sesamum,Kharif,Himachal Pradesh,4482.0,1890,Low
Small millets,Kharif,Himachal Pradesh,13414.0,5764,Low
Soyabean,Kharif,Himachal Pradesh,697.0,1124,Low
Sugarcane,Whole Year,Himachal Pradesh,2926.0,4649,Low
Tobacco,Whole Year,Himachal Pradesh,32.0,38,Low
Turmeric,Whole Year,Himachal Pradesh,125.0,65,Low
Urad,Kharif,Himachal Pradesh,12670.0,3065,Low
Wheat,Rabi,Himachal Pradesh,359439.0,495558,Low
Arhar/Tur,Kharif,Karnataka,513749.0,240665,Low
Bajra,Kharif,Karnataka,303868.0,119475,Low
Bajra,Rabi,Karnataka,271.0,215,Low
Bajra,Summer,Karnataka,442.0,381,Low
Banana,Whole Year,Karnataka,39813.0,681663,Low
Black pepper,Whole Year,Karnataka,10414.0,23178,Low
Cardamom,Whole Year,Karnataka,19405.0,1103,Low
Castor seed,Kharif,Karnataka,16991.0,15693,Low
Coriander,Whole Year,Karnataka,7685.0,1114,Low
Cotton(lint),Kharif,Karnataka,392671.0,330913,Low
Dry chillies,Whole Year,Karnataka,155499.0,153443,Low
Garlic,Whole Year,Karnataka,5344.0,3983,Low
Ginger,Kharif,Karnataka,10940.0,143795,Low
Gram,Rabi,Karnataka,479801.0,251857,Low
Groundnut,Kharif,Karnataka,716940.0,393733,Low
Groundnut,Rabi,Karnataka,126977.0,145254,Low
Horse-gram,Kharif,Karnataka,132978.0,51995,Low
Horse-gram,Rabi,Karnataka,202130.0,57319,Low
Jowar,Kharif,Karnataka,320455.0,363172,Low
Jowar,Rabi,Karnataka,1456466.0,846323,Low
Jowar,Summer,Karnataka,9316.0,15398,Low
Linseed,Rabi,Karnataka,17401.0,6118,Low
Maize,Kharif,Karnataka,578711.0,1165155,Low
Maize,Rabi,Karnataka,59503.0,149203,Low
Maize,Summer,Karnataka,11330.0,28584,Low
Mesta,Kharif,Karnataka,3119.0,4182,Low
Moong(Green Gram),Kharif,Karnataka,402442.0,26399,Low
Moong(Green Gram),Rabi,Karnataka,10484.0,1831,Low
Niger seed,Kharif,Karnataka,29281.0,5602,Low
Onion,Whole Year,Karnataka,114975.0,535821,Low
Other  Rabi pulses,Rabi,Karnataka,40653.0,4715,Low
Potato,Whole Year,Karnataka,50645.0,149282,Low
Ragi,Kharif,Karnataka,680801.0,646398,Low
Ragi,Rabi,Karnataka,79418.0,60139,Low
Ragi,Summer,Karnataka,6929.0,7952,Low
Rapeseed &Mustard,Rabi,Karnataka,4270.0,1134,Low
Rice,Kharif,Karnataka,1030464.0,2103709,Low
Rice,Rabi,Karnataka,50456.0,102312,Low
Rice,Summer,Karnataka,73863.0,184064,Low
Safflower,Rabi,Karnataka,84946.0,55240,Low
Sannhamp,Whole Year,Karnataka,404.0,100,Low
Sesamum,Kharif,Karnataka,74423.0,29253,Low
Small millets,Kharif,Karnataka,54492.0,30611,Low
Soyabean,Kharif,Karnataka,57543.0,47760,Low
Sugarcane,Whole Year,Karnataka,382719.0,32485308,Low
Sunflower,Kharif,Karnataka,298271.0,136481,Low
Sunflower,Rabi,Karnataka,543248.0,216128,Low
Sunflower,Summer,Karnataka,35073.0,21327,Low
Sweet potato,Whole Year,Karnataka,3390.0,26917,Low
Tapioca,Whole Year,Karnataka,1078.0,8470,Low
Tobacco,Whole Year,Karnataka,82350.0,59227,Low
Turmeric,Whole Year,Karnataka,6596.0,28603,Low
Urad,Kharif,Karnataka,149369.0,21266,Low
Urad,Rabi,Karnataka,16084.0,1895,Low
Wheat,Rabi,Karnataka,246855.0,147748,Low
Arhar/Tur,Kharif,Madhya Pradesh,299548.0,183922,Low
Bajra,Kharif,Madhya Pradesh,167581.0,124680,Low
Banana,Whole Year,Madhya Pradesh,16117.0,363109,Low
Barley,Rabi,Madhya Pradesh,80761.0,101517,Low
Castor seed,Kharif,Madhya Pradesh,1591.0,546,Low
Coriander,Whole Year,Madhya Pradesh,62042.0,12664,Low
Cotton(lint),Kharif,Madhya Pradesh,552393.0,379455,Low
Dry chillies,Whole Year,Madhya Pradesh,43928.0,31627,Low
Garlic,Whole Year,Madhya Pradesh,22674.0,76594,Low
Ginger,Kharif,Madhya Pradesh,5187.0,5325,Low
Gram,Rabi,Madhya Pradesh,2464494.0,1710359,Low
Groundnut,Kharif,Madhya Pradesh,204780.0,126759,Low
Jowar,Kharif,Madhya Pradesh,636951.0,586632,Low
Jowar,Rabi,Madhya Pradesh,3567.0,3285,Low
Linseed,Rabi,Madhya Pradesh,142297.0,50231,Low
Maize,Kharif,Madhya Pradesh,848970.0,1486546,Low
Niger seed,Kharif,Madhya Pradesh,102500.0,17296,Low
Onion,Whole Year,Madhya Pradesh,24620.0,344975,Low
Other  Rabi pulses,Rabi,Madhya Pradesh,719020.0,294556,Low
Potato,Whole Year,Madhya Pradesh,40871.0,487836,Low
Ragi,Kharif,Madhya Pradesh,608.0,150,Low
Rapeseed &Mustard,Rabi,Madhya Pradesh,368327.0,239413,Low
Rice,Kharif,Madhya Pradesh,1671107.0,1024930,Low
Safflower,Rabi,Madhya Pradesh,280.0,47,Low
Sannhamp,Whole Year,Madhya Pradesh,5767.0,9234,Low
Sesamum,Kharif,Madhya Pradesh,126268.0,29042,Low
Small millets,Kharif,Madhya Pradesh,605458.0,87520,Low
Sugarcane,Whole Year,Madhya Pradesh,39073.0,1560420,Low
Sunflower,Kharif,Madhya Pradesh,2354.0,931,Low
Sweet potato,Whole Year,Madhya Pradesh,3757.0,21287,Low
Tobacco,Whole Year,Madhya Pradesh,173.0,75,Low
Turmeric,Whole Year,Madhya Pradesh,552394.0,379455,Low
Arhar/Tur,Kharif,Maharashtra,1059900.0,777100,Mid
Bajra,Kharif,Maharashtra,1547200.0,1146000,Mid
Castor seed,Kharif,Maharashtra,29700.0,6590,Mid
Gram,Rabi,Maharashtra,796200.0,448500,Mid
Groundnut,Kharif,Maharashtra,350900.0,336300,Mid
Groundnut,Summer,Maharashtra,67800.0,113800,Mid
Jowar,Kharif,Maharashtra,1718300.0,2428200,Mid
Linseed,Rabi,Maharashtra,53600.0,11700,Mid
Maize,Kharif,Maharashtra,301200.0,629700,Mid
Maize,Rabi,Maharashtra,61700.0,100100,Mid
Maize,Summer,Maharashtra,8300.0,13500,Mid
Moong(Green Gram),Kharif,Maharashtra,762300.0,376100,Mid
Niger seed,Kharif,Maharashtra,53800.0,13830,Mid
Other  Rabi pulses,Rabi,Maharashtra,91200.0,36200,Mid
Ragi,Kharif,Maharashtra,145900.0,124200,Mid
Rapeseed &Mustard,Rabi,Maharashtra,8100.0,2270,Mid
Rice,Kharif,Maharashtra,1496800.0,1793000,Mid
Rice,Summer,Maharashtra,26500.0,61100,Mid
Safflower,Rabi,Maharashtra,262900.0,116400,Mid
Sesamum,Kharif,Maharashtra,110800.0,34510,Mid
Sesamum,Rabi,Maharashtra,4300.0,790,Mid
Small millets,Kharif,Maharashtra,69600.0,36100,Mid
Small millets,Rabi,Maharashtra,9300.0,3000,Mid
Soyabean,Kharif,Maharashtra,1255500.0,1576000,Mid
Sugarcane,Whole Year,Maharashtra,573100.0,42617000,Mid
Sunflower,Kharif,Maharashtra,97400.0,46500,Mid
Sunflower,Rabi,Maharashtra,187000.0,92700,Mid
Sunflower,Summer,Maharashtra,4600.0,3400,Mid
Urad,Kharif,Maharashtra,633600.0,359800,Mid
Wheat,Rabi,Maharashtra,759800.0,983900,Mid
Arhar/Tur,Kharif,Meghalaya,810.0,632,High
Banana,Whole Year,Meghalaya,5344.0,65659,High
Cashewnut,Whole Year,Meghalaya,6649.0,6730,High
Castor seed,Kharif,Meghalaya,23.0,12,High
Cotton(lint),Kharif,Meghalaya,7310.0,7829,High
Dry chillies,Whole Year,Meghalaya,1839.0,1150,High
Ginger,Kharif,Meghalaya,8896.0,46731,High
Gram,Rabi,Meghalaya,487.0,299,High
Jute,Kharif,Meghalaya,4074.0,35826,High
Maize,Kharif,Meghalaya,16922.0,25879,High
Mesta,Kharif,Meghalaya,4513.0,20599,High
Other  Rabi pulses,Rabi,Meghalaya,2074.0,1615,High
Potato,Whole Year,Meghalaya,18071.0,167884,High
Rapeseed &Mustard,Rabi,Meghalaya,7202.0,4670,High
Rice,Kharif,Meghalaya,107742.0,190937,High
Sesamum,Kharif,Meghalaya,1629.0,858,High
Small millets,Kharif,Meghalaya,2762.0,2313,High
Soyabean,Kharif,Meghalaya,999.0,959,High
Sugarcane,Whole Year,Meghalaya,80.0,219,High
Sweet potato,Whole Year,Meghalaya,4953.0,16412,High
Tapioca,Whole Year,Meghalaya,3958.0,20950,High
Tobacco,Whole Year,Meghalaya,719.0,470,High
Turmeric,Whole Year,Meghalaya,1543.0,8642,High
Wheat,Rabi,Meghalaya,2714.0,4745,High
Arhar/Tur,Kharif,Mizoram,101.0,75,High
Arhar/Tur,Rabi,Mizoram,336.0,170,High
Cotton(lint),Kharif,Mizoram,388.0,1030,High
Maize,Kharif,Mizoram,6889.0,13820,High
Maize,Rabi,Mizoram,600.0,1059,High
Masoor,Kharif,Mizoram,26.0,28,High
Masoor,Rabi,Mizoram,56.0,65,High
Moong(Green Gram),Kharif,Mizoram,13.0,9,High
Moong(Green Gram),Rabi,Mizoram,37.0,38,High
Other  Rabi pulses,Rabi,Mizoram,2078.0,2259,High
Potato,Whole Year,Mizoram,369.0,726,High
Rapeseed &Mustard,Rabi,Mizoram,2043.0,1471,High
Rice,Kharif,Mizoram,57067.0,109205,High
Sesamum,Kharif,Mizoram,2945.0,1806,High
Soyabean,Kharif,Mizoram,1950.0,1846,High
Sugarcane,Whole Year,Mizoram,1370.0,7443,High
Tapioca,Whole Year,Mizoram,232.0,1330,High
Tobacco,Whole Year,Mizoram,300.0,252,High
Urad,Rabi,Mizoram,33.0,20,High
Arhar/Tur,Kharif,Nagaland,31.0,17,Mid
Bajra,Kharif,Nagaland,2000.0,4000,Mid
Barley,Rabi,Nagaland,5000.0,9500,Mid
Cotton(lint),Kharif,Nagaland,1000.0,5000,Mid
Gram,Rabi,Nagaland,1000.0,750,Mid
Groundnut,Kharif,Nagaland,2000.0,2500,Mid
Jowar,Kharif,Nagaland,2000.0,4000,Mid
Jute,Kharif,Nagaland,1500.0,5500,Mid
Linseed,Rabi,Nagaland,8000.0,8500,Mid
Maize,Kharif,Nagaland,40000.0,80000,Mid
Moong(Green Gram),Kharif,Nagaland,2000.0,2000,Mid
Other  Rabi pulses,Rabi,Nagaland,14690.0,12160,Mid
Peas & beans (Pulses),Kharif,Nagaland,1100.0,1250,Mid
Peas & beans (Pulses),Rabi,Nagaland,6800.0,5260,Mid
Potato,Whole Year,Nagaland,5450.0,61000,Mid
Rapeseed &Mustard,Rabi,Nagaland,15694.0,17451,Mid
Rice,Kharif,Nagaland,150000.0,223400,Mid
Sesamum,Kharif,Nagaland,5000.0,4500,Mid
Small millets,Kharif,Nagaland,10000.0,20000,Mid
Soyabean,Kharif,Nagaland,26000.0,35000,Mid
Sugarcane,Whole Year,Nagaland,2000.0,80000,Mid
Sunflower,Kharif,Nagaland,2000.0,4000,Mid
Sunflower,Rabi,Nagaland,1000.0,1500,Mid
Wheat,Rabi,Nagaland,7650.0,15820,Mid
Arhar/Tur,Kharif,Odisha,114190.0,73450,Mid
Arhar/Tur,Rabi,Odisha,70.0,50,Mid
Bajra,Kharif,Odisha,3760.0,1820,Mid
Castor seed,Kharif,Odisha,7830.0,3610,Mid
Castor seed,Rabi,Odisha,6400.0,2750,Mid
Coriander,Whole Year,Odisha,18880.0,8950,Mid
Dry chillies,Whole Year,Odisha,74970.0,62910,Mid
Garlic,Whole Year,Odisha,10700.0,33830,Mid
Ginger,Kharif,Odisha,15340.0,29490,Mid
Gram,Rabi,Odisha,21040.0,13020,Mid
Groundnut,Kharif,Odisha,56137.0,48835,Mid
Horse-gram,Kharif,Odisha,75952.0,14322,Mid
Jowar,Kharif,Odisha,11000.0,5720,Mid
Jute,Kharif,Odisha,5610.0,51209,Mid
Linseed,Rabi,Odisha,16530.0,5410,Mid
Maize,Kharif,Odisha,43100.0,42400,Mid
Masoor,Rabi,Odisha,3810.0,1400,Mid
Moong(Green Gram),Kharif,Odisha,168305.0,38348,Mid
Niger seed,Kharif,Odisha,98060.0,15560,Mid
Niger seed,Rabi,Odisha,19930.0,5810,Mid
Onion,Whole Year,Odisha,26410.0,238790,Mid
Other  Rabi pulses,Rabi,Odisha,26900.0,15730,Mid
Potato,Whole Year,Odisha,7076.0,70320,Mid
Ragi,Kharif,Odisha,77095.0,35504,Mid
Rapeseed &Mustard,Rabi,Odisha,12193.0,1604,Mid
Safflower,Rabi,Odisha,1250.0,500,Mid
Sesamum,Kharif,Odisha,43471.0,7022,Mid
Small millets,Kharif,Odisha,30440.0,11440,Mid
Sugarcane,Whole Year,Odisha,14177.0,753194,Mid
Sunflower,Kharif,Odisha,50.0,30,Mid
Sunflower,Rabi,Odisha,3860.0,2610,Mid
Sweet potato,Whole Year,Odisha,46890.0,384260,Mid
Tobacco,Whole Year,Odisha,4090.0,2600,Mid
Turmeric,Whole Year,Odisha,23640.0,33700,Mid
Urad,Kharif,Odisha,117293.0,27067,Mid
Wheat,Rabi,Odisha,4627.0,5767,Mid
Arhar/Tur,Kharif,Punjab,7800.0,6700,Low
Bajra,Kharif,Punjab,7000.0,6000,Low
Barley,Rabi,Punjab,26000.0,85000,Low
Cotton(lint),Kharif,Punjab,449000.0,1083000,Low
Gram,Rabi,Punjab,7000.0,6700,Low
Groundnut,Kharif,Punjab,5300.0,3800,Low
Guar seed,Whole Year,Punjab,30800.0,22700,Low
Maize,Kharif,Punjab,152000.0,310000,Low
Masoor,Rabi,Punjab,4000.0,2700,Low
Moong(Green Gram),Kharif,Punjab,15700.0,10500,Low
Moth,Kharif,Punjab,300.0,200,Low
Rapeseed &Mustard,Rabi,Punjab,66000.0,60000,Low
Rice,Kharif,Punjab,2530000.0,8880000,Low
Sesamum,Kharif,Punjab,17300.0,4900,Low
Sugarcane,Whole Year,Punjab,153000.0,9110000,Low
Urad,Kharif,Punjab,3900.0,1900,Low
Arhar/Tur,Kharif,Uttarakhand,1793.0,860,Mid
Barley,Rabi,Uttarakhand,25664.0,31566,Mid
Garlic,Whole Year,Uttarakhand,2180.0,16513,Mid
Gram,Rabi,Uttarakhand,954.0,577,Mid
Groundnut,Kharif,Uttarakhand,1179.0,920,Mid
Horse-gram,Kharif,Uttarakhand,7589.0,3499,Mid
Linseed,Rabi,Uttarakhand,37500.0,16195,Mid
Maize,Kharif,Uttarakhand,28506.0,32127,Mid
Maize,Rabi,Uttarakhand,82.0,127,Mid
Masoor,Rabi,Uttarakhand,14451.0,6437,Mid
Moong(Green Gram),Kharif,Uttarakhand,76.0,22,Mid
Moong(Green Gram),Rabi,Uttarakhand,48.0,12,Mid
Moong(Green Gram),Summer,Uttarakhand,34489.0,19967,Mid
Onion,Rabi,Uttarakhand,8497.0,87690,Mid
Onion,Summer,Uttarakhand,11216.0,125394,Mid
Onion,Whole Year,Uttarakhand,1920.0,8839,Mid
Other  Rabi pulses,Rabi,Uttarakhand,64.0,28,Mid
Peas & beans (Pulses),Rabi,Uttarakhand,3550.0,2636,Mid
Potato,Kharif,Uttarakhand,7741.0,154194,Mid
